,Area,Element,Item,Year,hg/ha_yield,pesticides_tonnes,average_rain_fall_mm_per_year,avg_temp
6310,Chile,Yield,Apple,1991,142245,15373.0,1522.0,6.37
6311,Chile,Yield,"Rice, paddy",1991,39366,15373.0,1522.0,13.0
6312,Chile,Yield,"Rice, paddy",1991,39366,15373.0,1522.0,6.37
6313,Chile,Yield,Sweet potatoes,1991,58268,15373.0,1522.0,13.0
6314,Chile,Yield,Sweet potatoes,1991,58268,15373.0,1522.0,6.37
6315,Chile,Yield,lentil,1991,34057,15373.0,1522.0,13.0
6316,Chile,Yield,lentil,1991,34057,15373.0,1522.0,6.37
6317,Chile,Yield,Maize,1992,84884,15373.0,1522.0,12.93
6318,Chile,Yield,Maize,1992,84884,15373.0,1522.0,5.97
6319,Chile,Yield,Apple,1992,164033,15373.0,1522.0,12.93
6320,Chile,Yield,Apple,1992,164033,15373.0,1522.0,5.97
6321,Chile,Yield,"Rice, paddy",1992,42044,15373.0,1522.0,12.93
6322,Chile,Yield,"Rice, paddy",1992,42044,15373.0,1522.0,5.97
6323,Chile,Yield,Sweet potatoes,1992,59400,15373.0,1522.0,12.93
6324,Chile,Yield,Sweet potatoes,1992,59400,15373.0,1522.0,5.97
6325,Chile,Yield,lentil,1992,33787,15373.0,1522.0,12.93
6326,Chile,Yield,lentil,1992,33787,15373.0,1522.0,5.97
6327,Chile,Yield,Maize,1993,84890,15373.0,1522.0,13.26
6328,Chile,Yield,Maize,1993,84890,15373.0,1522.0,6.16
6329,Chile,Yield,Apple,1993,145947,15373.0,1522.0,13.26
6330,Chile,Yield,Apple,1993,145947,15373.0,1522.0,6.16
6331,Chile,Yield,"Rice, paddy",1993,44921,15373.0,1522.0,13.26
6332,Chile,Yield,"Rice, paddy",1993,44921,15373.0,1522.0,6.16
6333,Chile,Yield,Sweet potatoes,1993,60532,15373.0,1522.0,13.26
6334,Chile,Yield,Sweet potatoes,1993,60532,15373.0,1522.0,6.16
6335,Chile,Yield,lentil,1993,33500,15373.0,1522.0,13.26
6336,Chile,Yield,lentil,1993,33500,15373.0,1522.0,6.16
6337,Chile,Yield,Maize,1994,89381,15373.0,1522.0,13.42
6338,Chile,Yield,Maize,1994,89381,15373.0,1522.0,6.7
6339,Chile,Yield,Apple,1994,153807,15373.0,1522.0,13.42
6340,Chile,Yield,Apple,1994,153807,15373.0,1522.0,6.7
6341,Chile,Yield,"Rice, paddy",1994,43834,15373.0,1522.0,13.42
6342,Chile,Yield,"Rice, paddy",1994,43834,15373.0,1522.0,6.7
6343,Chile,Yield,Sweet potatoes,1994,61664,15373.0,1522.0,13.42
6344,Chile,Yield,Sweet potatoes,1994,61664,15373.0,1522.0,6.7
6345,Chile,Yield,lentil,1994,35157,15373.0,1522.0,13.42
6346,Chile,Yield,lentil,1994,35157,15373.0,1522.0,6.7
6347,Chile,Yield,Maize,1995,91000,15373.0,1522.0,13.02
6348,Chile,Yield,Maize,1995,91000,15373.0,1522.0,6.4
6349,Chile,Yield,Apple,1995,152200,15373.0,1522.0,13.02
6350,Chile,Yield,Apple,1995,152200,15373.0,1522.0,6.4
6351,Chile,Yield,"Rice, paddy",1995,43000,15373.0,1522.0,13.02
6352,Chile,Yield,"Rice, paddy",1995,43000,15373.0,1522.0,6.4
6353,Chile,Yield,Sweet potatoes,1995,62796,15373.0,1522.0,13.02
6354,Chile,Yield,Sweet potatoes,1995,62796,15373.0,1522.0,6.4
6355,Chile,Yield,lentil,1995,35500,15373.0,1522.0,13.02
6356,Chile,Yield,lentil,1995,35500,15373.0,1522.0,6.4
6357,Chile,Yield,Maize,1996,94453,15373.0,1522.0,13.16
6358,Chile,Yield,Maize,1996,94453,15373.0,1522.0,6.26
6359,Chile,Yield,Apple,1996,138900,15373.0,1522.0,13.16
6360,Chile,Yield,Apple,1996,138900,15373.0,1522.0,6.26
6361,Chile,Yield,"Rice, paddy",1996,47704,15373.0,1522.0,13.16
6362,Chile,Yield,"Rice, paddy",1996,47704,15373.0,1522.0,6.26
6363,Chile,Yield,Sweet potatoes,1996,63928,15373.0,1522.0,13.16
6364,Chile,Yield,Sweet potatoes,1996,63928,15373.0,1522.0,6.26
6365,Chile,Yield,lentil,1996,33278,15373.0,1522.0,13.16
6366,Chile,Yield,lentil,1996,33278,15373.0,1522.0,6.26
6367,Chile,Yield,Maize,1997,82417,15373.0,1522.0,13.66
6368,Chile,Yield,Maize,1997,82417,15373.0,1522.0,6.8
6369,Chile,Yield,Apple,1997,164412,15373.0,1522.0,13.66
6370,Chile,Yield,Apple,1997,164412,15373.0,1522.0,6.8
6371,Chile,Yield,"Rice, paddy",1997,36336,15373.0,1522.0,13.66
6372,Chile,Yield,"Rice, paddy",1997,36336,15373.0,1522.0,6.8
6373,Chile,Yield,Sweet potatoes,1997,65060,15373.0,1522.0,13.66
6374,Chile,Yield,Sweet potatoes,1997,65060,15373.0,1522.0,6.8
6375,Chile,Yield,lentil,1997,40174,15373.0,1522.0,13.66
6376,Chile,Yield,lentil,1997,40174,15373.0,1522.0,6.8
6377,Chile,Yield,Maize,1998,94006,15373.0,1522.0,13.19
6378,Chile,Yield,Maize,1998,94006,15373.0,1522.0,6.28
6379,Chile,Yield,Apple,1998,140485,15373.0,1522.0,13.19
6380,Chile,Yield,Apple,1998,140485,15373.0,1522.0,6.28
6381,Chile,Yield,"Rice, paddy",1998,39089,15373.0,1522.0,13.19
6382,Chile,Yield,"Rice, paddy",1998,39089,15373.0,1522.0,6.28
6383,Chile,Yield,Sweet potatoes,1998,65968,15373.0,1522.0,13.19
6384,Chile,Yield,Sweet potatoes,1998,65968,15373.0,1522.0,6.28
6385,Chile,Yield,lentil,1998,43846,15373.0,1522.0,13.19
6386,Chile,Yield,lentil,1998,43846,15373.0,1522.0,6.28
6387,Chile,Yield,Maize,1999,85153,15373.0,1522.0,13.24
6388,Chile,Yield,Maize,1999,85153,15373.0,1522.0,5.93
6389,Chile,Yield,Apple,1999,164507,15373.0,1522.0,13.24
6390,Chile,Yield,Apple,1999,164507,15373.0,1522.0,5.93
6391,Chile,Yield,"Rice, paddy",1999,41508,15373.0,1522.0,13.24
6392,Chile,Yield,"Rice, paddy",1999,41508,15373.0,1522.0,5.93
6393,Chile,Yield,Sweet potatoes,1999,68514,15373.0,1522.0,13.24
6394,Chile,Yield,Sweet potatoes,1999,68514,15373.0,1522.0,5.93
6395,Chile,Yield,lentil,1999,35342,15373.0,1522.0,13.24
6396,Chile,Yield,lentil,1999,35342,15373.0,1522.0,5.93
6397,Chile,Yield,Maize,2000,94120,14264.54,1522.0,12.99
6398,Chile,Yield,Maize,2000,94120,14264.54,1522.0,5.95
6399,Chile,Yield,Apple,2000,164821,14264.54,1522.0,12.99
6400,Chile,Yield,Apple,2000,164821,14264.54,1522.0,5.95
6401,Chile,Yield,"Rice, paddy",2000,52414,14264.54,1522.0,12.99
6402,Chile,Yield,"Rice, paddy",2000,52414,14264.54,1522.0,5.95
6403,Chile,Yield,Sweet potatoes,2000,70002,14264.54,1522.0,12.99
6404,Chile,Yield,Sweet potatoes,2000,70002,14264.54,1522.0,5.95
6405,Chile,Yield,lentil,2000,38120,14264.54,1522.0,12.99
6406,Chile,Yield,lentil,2000,38120,14264.54,1522.0,5.95
6407,Chile,Yield,Maize,2001,94306,13156.09,1522.0,13.16
6408,Chile,Yield,Maize,2001,94306,13156.09,1522.0,6.41
6409,Chile,Yield,Apple,2001,191735,13156.09,1522.0,13.16
6410,Chile,Yield,Apple,2001,191735,13156.09,1522.0,6.41
6411,Chile,Yield,"Rice, paddy",2001,50179,13156.09,1522.0,13.16
6412,Chile,Yield,"Rice, paddy",2001,50179,13156.09,1522.0,6.41
6413,Chile,Yield,Sweet potatoes,2001,69997,13156.09,1522.0,13.16
6414,Chile,Yield,Sweet potatoes,2001,69997,13156.09,1522.0,6.41
6415,Chile,Yield,lentil,2001,42999,13156.09,1522.0,13.16
6416,Chile,Yield,lentil,2001,42999,13156.09,1522.0,6.41
6417,Chile,Yield,Maize,2002,105902,12047.63,1522.0,12.95
6418,Chile,Yield,Maize,2002,105902,12047.63,1522.0,6.25
6419,Chile,Yield,Apple,2002,212397,12047.63,1522.0,12.95
6420,Chile,Yield,Apple,2002,212397,12047.63,1522.0,6.25
6421,Chile,Yield,"Rice, paddy",2002,50724,12047.63,1522.0,12.95
6422,Chile,Yield,"Rice, paddy",2002,50724,12047.63,1522.0,6.25
6423,Chile,Yield,Sweet potatoes,2002,70000,12047.63,1522.0,12.95
6424,Chile,Yield,Sweet potatoes,2002,70000,12047.63,1522.0,6.25
6425,Chile,Yield,lentil,2002,42722,12047.63,1522.0,12.95
6426,Chile,Yield,lentil,2002,42722,12047.63,1522.0,6.25
6427,Chile,Yield,Maize,2004,110678,9830.72,1522.0,13.44
6428,Chile,Yield,Maize,2004,110678,9830.72,1522.0,6.32
6429,Chile,Yield,Apple,2004,192104,9830.72,1522.0,13.44
6430,Chile,Yield,Apple,2004,192104,9830.72,1522.0,6.32
6431,Chile,Yield,"Rice, paddy",2004,47898,9830.72,1522.0,13.44
6432,Chile,Yield,"Rice, paddy",2004,47898,9830.72,1522.0,6.32
6433,Chile,Yield,Sweet potatoes,2004,72917,9830.72,1522.0,13.44
6434,Chile,Yield,Sweet potatoes,2004,72917,9830.72,1522.0,6.32
6435,Chile,Yield,lentil,2004,45710,9830.72,1522.0,13.44
6436,Chile,Yield,lentil,2004,45710,9830.72,1522.0,6.32
6437,Chile,Yield,Maize,2005,112285,9830.72,1522.0,13.06
6438,Chile,Yield,Maize,2005,112285,9830.72,1522.0,6.22
6439,Chile,Yield,Apple,2005,200600,9830.72,1522.0,13.06
6440,Chile,Yield,Apple,2005,200600,9830.72,1522.0,6.22
6441,Chile,Yield,"Rice, paddy",2005,46677,9830.72,1522.0,13.06
6442,Chile,Yield,"Rice, paddy",2005,46677,9830.72,1522.0,6.22
6443,Chile,Yield,Sweet potatoes,2005,73171,9830.72,1522.0,13.06
6444,Chile,Yield,Sweet potatoes,2005,73171,9830.72,1522.0,6.22
6445,Chile,Yield,lentil,2005,44130,9830.72,1522.0,13.06
6446,Chile,Yield,lentil,2005,44130,9830.72,1522.0,6.22
6447,Chile,Yield,Maize,2006,111840,9830.72,1522.0,13.19
6448,Chile,Yield,Maize,2006,111840,9830.72,1522.0,6.84
6449,Chile,Yield,Apple,2006,220155,9830.72,1522.0,13.19
6450,Chile,Yield,Apple,2006,220155,9830.72,1522.0,6.84
6451,Chile,Yield,"Rice, paddy",2006,57296,9830.72,1522.0,13.19
6452,Chile,Yield,"Rice, paddy",2006,57296,9830.72,1522.0,6.84
6453,Chile,Yield,Sweet potatoes,2006,74400,9830.72,1522.0,13.19
6454,Chile,Yield,Sweet potatoes,2006,74400,9830.72,1522.0,6.84
6455,Chile,Yield,lentil,2006,44601,9830.72,1522.0,13.19
6456,Chile,Yield,lentil,2006,44601,9830.72,1522.0,6.84
6457,Chile,Yield,Maize,2007,89302,9830.72,1522.0,12.31
6458,Chile,Yield,Maize,2007,89302,9830.72,1522.0,5.51
6459,Chile,Yield,Apple,2007,152389,9830.72,1522.0,12.31
6460,Chile,Yield,Apple,2007,152389,9830.72,1522.0,5.51
6461,Chile,Yield,"Rice, paddy",2007,50663,9830.72,1522.0,12.31
6462,Chile,Yield,"Rice, paddy",2007,50663,9830.72,1522.0,5.51
6463,Chile,Yield,Sweet potatoes,2007,73077,9830.72,1522.0,12.31
6464,Chile,Yield,Sweet potatoes,2007,73077,9830.72,1522.0,5.51
6465,Chile,Yield,lentil,2007,47859,9830.72,1522.0,12.31
6466,Chile,Yield,lentil,2007,47859,9830.72,1522.0,5.51
6467,Chile,Yield,Maize,2008,101411,9830.72,1522.0,13.69
6468,Chile,Yield,Maize,2008,101411,9830.72,1522.0,6.57
6469,Chile,Yield,Apple,2008,172591,9830.72,1522.0,13.69
6470,Chile,Yield,Apple,2008,172591,9830.72,1522.0,6.57
6471,Chile,Yield,"Rice, paddy",2008,57920,9830.72,1522.0,13.69
6472,Chile,Yield,"Rice, paddy",2008,57920,9830.72,1522.0,6.57
6473,Chile,Yield,Sweet potatoes,2008,78022,9830.72,1522.0,13.69
6474,Chile,Yield,Sweet potatoes,2008,78022,9830.72,1522.0,6.57
6475,Chile,Yield,lentil,2008,45748,9830.72,1522.0,13.69
6476,Chile,Yield,lentil,2008,45748,9830.72,1522.0,6.57
6477,Chile,Yield,Maize,2009,104956,9830.72,1522.0,13.04
6478,Chile,Yield,Maize,2009,104956,9830.72,1522.0,6.7
6479,Chile,Yield,Apple,2009,205101,9830.72,1522.0,13.04
6480,Chile,Yield,Apple,2009,205101,9830.72,1522.0,6.7
6481,Chile,Yield,"Rice, paddy",2009,53763,9830.72,1522.0,13.04
6482,Chile,Yield,"Rice, paddy",2009,53763,9830.72,1522.0,6.7
6483,Chile,Yield,Sweet potatoes,2009,86799,9830.72,1522.0,13.04
6484,Chile,Yield,Sweet potatoes,2009,86799,9830.72,1522.0,6.7
6485,Chile,Yield,lentil,2009,40809,9830.72,1522.0,13.04
6486,Chile,Yield,lentil,2009,40809,9830.72,1522.0,6.7
6487,Chile,Yield,Maize,2010,110808,9830.72,1522.0,12.69
6488,Chile,Yield,Maize,2010,110808,9830.72,1522.0,6.13
6489,Chile,Yield,Apple,2010,212986,9830.72,1522.0,12.69
6490,Chile,Yield,Apple,2010,212986,9830.72,1522.0,6.13
6491,Chile,Yield,"Rice, paddy",2010,38599,9830.72,1522.0,12.69
6492,Chile,Yield,"Rice, paddy",2010,38599,9830.72,1522.0,6.13
6493,Chile,Yield,Sweet potatoes,2010,92862,9830.72,1522.0,12.69
6494,Chile,Yield,Sweet potatoes,2010,92862,9830.72,1522.0,6.13
6495,Chile,Yield,lentil,2010,57658,9830.72,1522.0,12.69
6496,Chile,Yield,lentil,2010,57658,9830.72,1522.0,6.13
6497,Chile,Yield,Maize,2011,119978,9830.72,1522.0,13.25
6498,Chile,Yield,Maize,2011,119978,9830.72,1522.0,6.27
6499,Chile,Yield,Apple,2011,312460,9830.72,1522.0,13.25
6500,Chile,Yield,Apple,2011,312460,9830.72,1522.0,6.27
6501,Chile,Yield,"Rice, paddy",2011,51899,9830.72,1522.0,13.25
6502,Chile,Yield,"Rice, paddy",2011,51899,9830.72,1522.0,6.27
6503,Chile,Yield,Sweet potatoes,2011,99022,9830.72,1522.0,13.25
6504,Chile,Yield,Sweet potatoes,2011,99022,9830.72,1522.0,6.27
6505,Chile,Yield,lentil,2011,58060,9830.72,1522.0,13.25
6506,Chile,Yield,lentil,2011,58060,9830.72,1522.0,6.27
6507,Chile,Yield,Maize,2012,107224,9830.72,1522.0,13.48
6508,Chile,Yield,Maize,2012,107224,9830.72,1522.0,6.82
6509,Chile,Yield,Apple,2012,263269,9830.72,1522.0,13.48
6510,Chile,Yield,Apple,2012,263269,9830.72,1522.0,6.82
6511,Chile,Yield,"Rice, paddy",2012,62435,9830.72,1522.0,13.48
6512,Chile,Yield,"Rice, paddy",2012,62435,9830.72,1522.0,6.82
6513,Chile,Yield,Sweet potatoes,2012,107692,9830.72,1522.0,13.48
6514,Chile,Yield,Sweet potatoes,2012,107692,9830.72,1522.0,6.82
6515,Chile,Yield,lentil,2012,49468,9830.72,1522.0,13.48
6516,Chile,Yield,lentil,2012,49468,9830.72,1522.0,6.82
6517,Chile,Yield,Maize,2013,106321,9830.72,1522.0,13.07
6518,Chile,Yield,Maize,2013,106321,9830.72,1522.0,5.94
6519,Chile,Yield,Apple,2013,233767,9830.72,1522.0,13.07
6520,Chile,Yield,Apple,2013,233767,9830.72,1522.0,5.94
6521,Chile,Yield,"Rice, paddy",2013,62051,9830.72,1522.0,13.07
6522,Chile,Yield,"Rice, paddy",2013,62051,9830.72,1522.0,5.94
6523,Chile,Yield,Sweet potatoes,2013,107692,9830.72,1522.0,13.07
6524,Chile,Yield,Sweet potatoes,2013,107692,9830.72,1522.0,5.94
6525,Chile,Yield,lentil,2013,58143,9830.72,1522.0,13.07
6526,Chile,Yield,lentil,2013,58143,9830.72,1522.0,5.94
6527,Colombia,Yield,Cassava,1990,93532,18058.29,3240.0,27.22
6528,Colombia,Yield,Cassava,1990,93532,18058.29,3240.0,22.4
6529,Colombia,Yield,Maize,1990,14498,18058.29,3240.0,27.22
6530,Colombia,Yield,Maize,1990,14498,18058.29,3240.0,22.4
6531,Colombia,Yield,Plantains and Bananas,1990,71514,18058.29,3240.0,27.22
6532,Colombia,Yield,Plantains and Bananas,1990,71514,18058.29,3240.0,22.4
6533,Colombia,Yield,Apple,1990,152736,18058.29,3240.0,27.22
6534,Colombia,Yield,Apple,1990,152736,18058.29,3240.0,22.4
6535,Colombia,Yield,"Rice, paddy",1990,40618,18058.29,3240.0,27.22
6536,Colombia,Yield,"Rice, paddy",1990,40618,18058.29,3240.0,22.4
6537,Colombia,Yield,Sorghum,1990,28476,18058.29,3240.0,27.22
6538,Colombia,Yield,Sorghum,1990,28476,18058.29,3240.0,22.4
6539,Colombia,Yield,Soybeans,1990,19986,18058.29,3240.0,27.22
6540,Colombia,Yield,Soybeans,1990,19986,18058.29,3240.0,22.4
6541,Colombia,Yield,lentil,1990,18483,18058.29,3240.0,27.22
6542,Colombia,Yield,lentil,1990,18483,18058.29,3240.0,22.4
6543,Colombia,Yield,mungbean,1990,62287,18058.29,3240.0,27.22
6544,Colombia,Yield,mungbean,1990,62287,18058.29,3240.0,22.4
6545,Colombia,Yield,Cassava,1991,94555,16817.0,3240.0,27.3
6546,Colombia,Yield,Cassava,1991,94555,16817.0,3240.0,22.53
6547,Colombia,Yield,Maize,1991,15498,16817.0,3240.0,27.3
6548,Colombia,Yield,Maize,1991,15498,16817.0,3240.0,22.53
6549,Colombia,Yield,Plantains and Bananas,1991,72329,16817.0,3240.0,27.3
6550,Colombia,Yield,Plantains and Bananas,1991,72329,16817.0,3240.0,22.53
6551,Colombia,Yield,Apple,1991,156654,16817.0,3240.0,27.3
6552,Colombia,Yield,Apple,1991,156654,16817.0,3240.0,22.53
6553,Colombia,Yield,"Rice, paddy",1991,39959,16817.0,3240.0,27.3
6554,Colombia,Yield,"Rice, paddy",1991,39959,16817.0,3240.0,22.53
6555,Colombia,Yield,Sorghum,1991,28784,16817.0,3240.0,27.3
6556,Colombia,Yield,Sorghum,1991,28784,16817.0,3240.0,22.53
6557,Colombia,Yield,Soybeans,1991,19244,16817.0,3240.0,27.3
6558,Colombia,Yield,Soybeans,1991,19244,16817.0,3240.0,22.53
6559,Colombia,Yield,lentil,1991,19852,16817.0,3240.0,27.3
6560,Colombia,Yield,lentil,1991,19852,16817.0,3240.0,22.53
6561,Colombia,Yield,mungbean,1991,80884,16817.0,3240.0,27.3
6562,Colombia,Yield,mungbean,1991,80884,16817.0,3240.0,22.53
6563,Colombia,Yield,Cassava,1992,91084,15305.94,3240.0,27.38
6564,Colombia,Yield,Cassava,1992,91084,15305.94,3240.0,22.67
6565,Colombia,Yield,Maize,1992,15175,15305.94,3240.0,27.38
6566,Colombia,Yield,Maize,1992,15175,15305.94,3240.0,22.67
6567,Colombia,Yield,Plantains and Bananas,1992,71621,15305.94,3240.0,27.38
6568,Colombia,Yield,Plantains and Bananas,1992,71621,15305.94,3240.0,22.67
6569,Colombia,Yield,Apple,1992,155655,15305.94,3240.0,27.38
6570,Colombia,Yield,Apple,1992,155655,15305.94,3240.0,22.67
6571,Colombia,Yield,"Rice, paddy",1992,40960,15305.94,3240.0,27.38
6572,Colombia,Yield,"Rice, paddy",1992,40960,15305.94,3240.0,22.67
6573,Colombia,Yield,Sorghum,1992,30684,15305.94,3240.0,27.38
6574,Colombia,Yield,Sorghum,1992,30684,15305.94,3240.0,22.67
6575,Colombia,Yield,Soybeans,1992,19451,15305.94,3240.0,27.38
6576,Colombia,Yield,Soybeans,1992,19451,15305.94,3240.0,22.67
6577,Colombia,Yield,lentil,1992,17490,15305.94,3240.0,27.38
6578,Colombia,Yield,lentil,1992,17490,15305.94,3240.0,22.67
6579,Colombia,Yield,mungbean,1992,114594,15305.94,3240.0,27.38
6580,Colombia,Yield,mungbean,1992,114594,15305.94,3240.0,22.67
6581,Colombia,Yield,Cassava,1993,101888,14961.81,3240.0,27.42
6582,Colombia,Yield,Cassava,1993,101888,14961.81,3240.0,22.29
6583,Colombia,Yield,Maize,1993,15465,14961.81,3240.0,27.42
6584,Colombia,Yield,Maize,1993,15465,14961.81,3240.0,22.29
6585,Colombia,Yield,Plantains and Bananas,1993,67685,14961.81,3240.0,27.42
6586,Colombia,Yield,Plantains and Bananas,1993,67685,14961.81,3240.0,22.29
6587,Colombia,Yield,Apple,1993,154545,14961.81,3240.0,27.42
6588,Colombia,Yield,Apple,1993,154545,14961.81,3240.0,22.29
6589,Colombia,Yield,"Rice, paddy",1993,41202,14961.81,3240.0,27.42
6590,Colombia,Yield,"Rice, paddy",1993,41202,14961.81,3240.0,22.29
6591,Colombia,Yield,Sorghum,1993,31389,14961.81,3240.0,27.42
6592,Colombia,Yield,Sorghum,1993,31389,14961.81,3240.0,22.29
6593,Colombia,Yield,Soybeans,1993,21363,14961.81,3240.0,27.42
6594,Colombia,Yield,Soybeans,1993,21363,14961.81,3240.0,22.29
6595,Colombia,Yield,lentil,1993,18773,14961.81,3240.0,27.42
6596,Colombia,Yield,lentil,1993,18773,14961.81,3240.0,22.29
6597,Colombia,Yield,mungbean,1993,127935,14961.81,3240.0,27.42
6598,Colombia,Yield,mungbean,1993,127935,14961.81,3240.0,22.29
6599,Colombia,Yield,Cassava,1994,94651,17051.34,3240.0,27.17
6600,Colombia,Yield,Cassava,1994,94651,17051.34,3240.0,22.33
6601,Colombia,Yield,Maize,1994,15671,17051.34,3240.0,27.17
6602,Colombia,Yield,Maize,1994,15671,17051.34,3240.0,22.33
6603,Colombia,Yield,Plantains and Bananas,1994,64794,17051.34,3240.0,27.17
6604,Colombia,Yield,Plantains and Bananas,1994,64794,17051.34,3240.0,22.33
6605,Colombia,Yield,Apple,1994,159364,17051.34,3240.0,27.17
6606,Colombia,Yield,Apple,1994,159364,17051.34,3240.0,22.33
6607,Colombia,Yield,"Rice, paddy",1994,40590,17051.34,3240.0,27.17
6608,Colombia,Yield,"Rice, paddy",1994,40590,17051.34,3240.0,22.33
6609,Colombia,Yield,Sorghum,1994,29611,17051.34,3240.0,27.17
6610,Colombia,Yield,Sorghum,1994,29611,17051.34,3240.0,22.33
6611,Colombia,Yield,Soybeans,1994,19323,17051.34,3240.0,27.17
6612,Colombia,Yield,Soybeans,1994,19323,17051.34,3240.0,22.33
6613,Colombia,Yield,lentil,1994,20547,17051.34,3240.0,27.17
6614,Colombia,Yield,lentil,1994,20547,17051.34,3240.0,22.33
6615,Colombia,Yield,mungbean,1994,105860,17051.34,3240.0,27.17
6616,Colombia,Yield,mungbean,1994,105860,17051.34,3240.0,22.33
6617,Colombia,Yield,Cassava,1995,98583,20156.23,3240.0,27.3
6618,Colombia,Yield,Cassava,1995,98583,20156.23,3240.0,22.27
6619,Colombia,Yield,Maize,1995,15537,20156.23,3240.0,27.3
6620,Colombia,Yield,Maize,1995,15537,20156.23,3240.0,22.27
6621,Colombia,Yield,Plantains and Bananas,1995,73766,20156.23,3240.0,27.3
6622,Colombia,Yield,Plantains and Bananas,1995,73766,20156.23,3240.0,22.27
6623,Colombia,Yield,Apple,1995,161991,20156.23,3240.0,27.3
6624,Colombia,Yield,Apple,1995,161991,20156.23,3240.0,22.27
6625,Colombia,Yield,"Rice, paddy",1995,42840,20156.23,3240.0,27.3
6626,Colombia,Yield,"Rice, paddy",1995,42840,20156.23,3240.0,22.27
6627,Colombia,Yield,Sorghum,1995,30640,20156.23,3240.0,27.3
6628,Colombia,Yield,Sorghum,1995,30640,20156.23,3240.0,22.27
6629,Colombia,Yield,Soybeans,1995,21075,20156.23,3240.0,27.3
6630,Colombia,Yield,Soybeans,1995,21075,20156.23,3240.0,22.27
6631,Colombia,Yield,lentil,1995,21193,20156.23,3240.0,27.3
6632,Colombia,Yield,lentil,1995,21193,20156.23,3240.0,22.27
6633,Colombia,Yield,mungbean,1995,116198,20156.23,3240.0,27.3
6634,Colombia,Yield,mungbean,1995,116198,20156.23,3240.0,22.27
6635,Colombia,Yield,Cassava,1996,101765,18131.0,3240.0,27.12
6636,Colombia,Yield,Cassava,1996,101765,18131.0,3240.0,22.07
6637,Colombia,Yield,Maize,1996,16293,18131.0,3240.0,27.12
6638,Colombia,Yield,Maize,1996,16293,18131.0,3240.0,22.07
6639,Colombia,Yield,Plantains and Bananas,1996,69346,18131.0,3240.0,27.12
6640,Colombia,Yield,Plantains and Bananas,1996,69346,18131.0,3240.0,22.07
